,accommodates,bathrooms,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,host_response,amenities_ratio,property_type_Condominium,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,room_type_Private room,room_type_Shared room,cancellation_policy_moderate,cancellation_policy_strict,regions_Brooklyn,regions_Chicago,regions_LA Mains,regions_New York Mains,regions_Other,regions_Queens,regions_San Francisco,regions_Santa Clarita,regions_Washington
6963,2,1.0,1,0,0,1,100.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6964,2,1.0,0,0,0,2,100.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6965,4,1.0,1,0,0,1,100.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6966,4,1.0,1,1,0,35,97.0,1.0,1.0,1,0.4861111111111111,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6967,2,1.0,1,1,0,32,99.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6968,2,1.0,1,1,1,37,98.0,1.0,1.0,1,0.3472222222222222,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
6969,6,3.0,1,1,0,12,98.0,3.0,3.0,0,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6970,2,1.5,0,0,0,107,96.0,1.0,1.0,1,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6971,1,1.0,1,1,0,90,99.0,1.0,1.0,1,0.2777777777777778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6972,2,1.0,1,0,0,24,100.0,1.0,1.0,1,0.3055555555555556,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6973,2,1.0,1,1,0,3,100.0,1.0,1.0,1,0.06944444444444445,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6974,5,1.0,1,1,0,102,97.0,2.0,3.0,1,0.2777777777777778,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6975,2,1.0,1,0,0,33,92.0,1.0,1.0,1,0.2638888888888889,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
6976,6,1.0,1,0,0,3,93.0,2.0,3.0,1,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6977,2,1.0,1,1,0,10,98.0,1.0,1.0,1,0.25,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
6978,4,1.0,1,1,0,28,88.0,1.0,2.0,1,0.25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6979,4,2.0,1,0,1,50,88.0,2.0,3.0,1,0.3194444444444444,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6980,5,1.0,1,1,0,56,93.0,2.0,3.0,1,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6981,4,1.0,1,0,1,4,85.0,1.0,1.0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6982,4,2.0,1,0,1,15,99.0,2.0,2.0,1,0.3472222222222222,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6983,6,2.5,1,1,0,6,97.0,3.0,4.0,1,0.4444444444444444,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6984,2,3.0,1,0,1,4,95.0,1.0,1.0,0,0.19444444444444445,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
6985,1,1.0,1,0,0,8,100.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
6986,3,2.0,1,0,1,1,60.0,2.0,3.0,1,0.20833333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6987,2,1.5,1,1,0,105,99.0,1.0,1.0,1,0.5277777777777778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6988,2,1.0,1,1,1,3,93.0,1.0,1.0,1,0.16666666666666666,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
6989,6,1.0,1,1,0,113,93.0,2.0,4.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6990,2,1.0,1,1,0,12,100.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6991,2,1.0,1,1,0,23,94.0,1.0,1.0,1,0.2638888888888889,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6992,2,1.0,0,1,0,11,92.0,1.0,1.0,1,0.2361111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6993,1,3.5,1,1,0,4,100.0,1.0,1.0,0,0.1388888888888889,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6994,2,1.0,0,0,0,12,100.0,1.0,1.0,1,0.2777777777777778,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6995,1,1.0,1,1,0,25,94.0,1.0,1.0,1,0.3055555555555556,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
6996,3,1.0,1,1,0,14,96.0,1.0,2.0,1,0.5555555555555556,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
6997,5,1.0,1,0,0,49,96.0,2.0,2.0,1,0.2638888888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6998,5,1.0,1,1,1,40,95.0,1.0,2.0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6999,2,1.0,0,1,0,5,96.0,1.0,1.0,1,0.1388888888888889,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7000,2,1.0,1,1,0,147,97.0,1.0,1.0,0,0.2222222222222222,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7001,3,1.0,0,1,0,88,100.0,1.0,2.0,1,0.3194444444444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7002,3,1.0,1,1,1,52,90.0,1.0,2.0,1,0.2361111111111111,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7003,2,1.0,0,1,0,11,98.0,1.0,2.0,1,0.3194444444444444,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7004,4,1.0,1,0,0,4,100.0,1.0,2.0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7005,4,2.0,1,1,0,2,90.0,1.0,2.0,1,0.25,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7006,2,1.0,1,1,0,6,93.0,0.0,1.0,0,0.18055555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7007,3,1.0,1,1,0,21,80.0,0.0,2.0,1,0.7638888888888888,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7008,4,1.0,1,1,0,14,96.0,1.0,2.0,0,0.3888888888888889,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7009,1,1.0,0,1,1,4,100.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7010,2,1.0,1,1,0,78,97.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7011,2,1.0,1,1,1,81,93.0,0.0,1.0,0,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7012,2,1.0,1,1,0,2,90.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7013,2,1.0,1,1,0,58,92.0,1.0,1.0,1,0.25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7014,8,2.5,1,1,0,6,100.0,4.0,4.0,0,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7015,4,1.0,1,1,0,25,89.0,2.0,2.0,0,0.2361111111111111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7016,3,1.0,1,0,1,61,91.0,1.0,2.0,1,0.3055555555555556,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7017,6,1.0,1,1,0,39,98.0,2.0,2.0,1,0.3333333333333333,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7018,4,1.0,1,1,0,1,100.0,2.0,2.0,1,0.3333333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7019,4,1.0,1,1,0,146,94.0,0.0,2.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7020,1,1.0,1,0,1,8,80.0,1.0,1.0,1,0.19444444444444445,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
7021,8,2.5,1,1,0,28,100.0,3.0,3.0,1,0.3472222222222222,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7022,2,1.0,1,1,0,2,100.0,1.0,1.0,1,0.3888888888888889,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7023,2,1.0,1,1,0,18,91.0,1.0,1.0,0,0.2638888888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7024,2,1.0,1,1,1,46,88.0,1.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7025,1,1.0,1,1,0,10,100.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7026,2,1.5,1,1,0,11,93.0,1.0,1.0,1,0.16666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7027,7,1.0,1,1,0,27,97.0,2.0,2.0,1,0.2638888888888889,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7028,2,1.0,1,1,0,81,91.0,1.0,2.0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7029,1,1.0,1,1,1,1,100.0,1.0,1.0,1,0.08333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7030,4,1.0,1,1,0,26,98.0,1.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7031,2,1.0,1,1,0,5,100.0,1.0,1.0,1,0.125,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7032,6,1.0,1,1,1,39,95.0,2.0,2.0,0,0.3472222222222222,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7033,3,1.0,1,1,0,3,87.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7034,4,2.0,1,1,0,1,100.0,3.0,2.0,1,0.2361111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7035,2,1.0,0,0,1,3,93.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7036,6,1.5,1,1,0,47,92.0,2.0,3.0,1,0.3472222222222222,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7037,6,1.0,1,1,0,91,95.0,1.0,5.0,1,0.2638888888888889,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7038,1,1.0,0,1,1,38,96.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7039,2,1.0,0,1,0,62,99.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7040,2,1.0,1,0,1,4,90.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7041,2,1.0,1,1,0,2,100.0,1.0,1.0,0,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7042,2,1.0,1,1,1,14,84.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
7043,4,1.0,1,1,0,6,90.0,1.0,4.0,0,0.4444444444444444,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7044,3,1.0,1,1,1,69,86.0,1.0,2.0,1,0.2361111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7045,2,1.0,1,1,0,43,95.0,1.0,1.0,0,0.3194444444444444,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7046,2,0.5,1,1,0,10,98.0,1.0,4.0,1,0.1527777777777778,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7047,1,1.0,0,0,0,38,96.0,1.0,1.0,0,0.19444444444444445,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
7048,6,1.0,1,1,0,31,97.0,2.0,4.0,1,0.3055555555555556,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7049,2,1.0,1,1,1,43,94.0,1.0,1.0,1,0.375,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7050,1,1.0,1,1,0,62,97.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7051,2,1.0,1,1,0,16,99.0,1.0,1.0,0,0.19444444444444445,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7052,2,1.0,1,0,0,147,98.0,1.0,1.0,1,0.1527777777777778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7053,6,8.0,0,0,0,38,89.0,1.0,6.0,1,0.16666666666666666,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7054,3,1.0,0,0,0,4,95.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7055,4,1.0,1,0,1,5,100.0,1.0,2.0,1,0.19444444444444445,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7056,2,1.0,1,1,0,2,100.0,1.0,1.0,0,0.16666666666666666,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
7057,3,1.0,1,1,0,8,90.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7058,1,2.0,1,1,0,6,93.0,1.0,2.0,1,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7059,2,1.0,1,1,0,15,99.0,1.0,1.0,1,0.2638888888888889,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7060,1,1.0,1,1,1,29,97.0,1.0,1.0,1,0.2638888888888889,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
7061,6,1.5,1,0,0,2,100.0,3.0,3.0,1,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7062,1,1.0,1,1,0,2,100.0,1.0,1.0,0,0.1388888888888889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7063,7,5.0,1,1,0,18,99.0,3.0,4.0,1,0.4166666666666667,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7064,1,1.0,0,0,0,37,89.0,1.0,1.0,1,0.08333333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7065,2,1.0,0,1,0,40,92.0,1.0,2.0,1,0.3888888888888889,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7066,2,1.0,1,1,0,11,87.0,0.0,1.0,0,0.20833333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7067,2,1.0,1,0,0,2,100.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7068,4,1.0,1,1,0,180,96.0,2.0,2.0,1,0.3194444444444444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7069,3,1.0,1,0,1,2,100.0,1.0,1.0,1,0.18055555555555555,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7070,1,1.0,1,1,0,3,100.0,1.0,1.0,1,0.375,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
7071,2,1.0,0,1,0,25,94.0,1.0,1.0,0,0.18055555555555555,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7072,2,1.0,1,1,0,32,94.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7073,1,1.0,0,1,1,26,82.0,1.0,1.0,1,0.2638888888888889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7074,2,1.0,0,0,1,29,98.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7075,6,2.0,1,1,0,7,100.0,2.0,2.0,1,0.3611111111111111,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7076,1,1.0,1,1,0,21,94.0,1.0,1.0,0,0.125,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7077,7,1.0,1,1,1,129,95.0,2.0,5.0,1,0.4027777777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7078,2,1.0,1,1,0,8,100.0,1.0,1.0,1,0.3194444444444444,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7079,2,1.0,1,0,1,8,98.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7080,3,1.0,1,0,0,4,85.0,1.0,1.0,0,0.2361111111111111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7081,3,1.0,0,0,1,4,85.0,1.0,3.0,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7082,2,1.0,1,1,0,124,96.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7083,8,2.0,1,1,0,49,95.0,4.0,4.0,1,0.5416666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7084,2,1.0,1,1,0,112,99.0,1.0,1.0,1,0.3055555555555556,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7085,2,1.0,1,1,0,6,90.0,1.0,1.0,1,0.4027777777777778,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
7086,1,2.0,0,1,0,28,96.0,1.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7087,2,1.0,1,1,0,172,87.0,1.0,1.0,1,0.18055555555555555,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7088,2,1.0,1,1,0,41,91.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7089,10,3.5,1,1,0,4,95.0,3.0,4.0,1,0.2777777777777778,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7090,3,1.5,1,1,1,104,97.0,1.0,1.0,1,0.3055555555555556,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7091,2,1.0,1,0,1,9,91.0,1.0,2.0,0,0.2777777777777778,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7092,2,1.0,0,1,0,2,100.0,1.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7093,2,1.0,0,1,0,13,100.0,1.0,1.0,1,0.1527777777777778,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7094,12,3.5,1,1,0,8,100.0,4.0,4.0,0,0.2916666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7095,2,1.5,1,0,0,13,88.0,1.0,1.0,0,0.18055555555555555,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
7096,2,1.0,1,1,0,14,99.0,1.0,1.0,1,0.2916666666666667,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7097,12,1.5,1,0,1,8,95.0,5.0,6.0,1,0.4861111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7098,2,1.0,0,0,1,2,80.0,0.0,1.0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7099,2,2.0,1,1,0,39,93.0,1.0,1.0,1,0.2777777777777778,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7100,2,1.0,1,0,0,4,95.0,0.0,1.0,1,0.125,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7101,1,1.0,1,1,0,4,95.0,1.0,1.0,0,0.1527777777777778,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7102,2,1.0,1,1,0,15,95.0,1.0,1.0,1,0.2777777777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7103,5,1.0,1,1,0,7,100.0,1.0,3.0,1,0.1388888888888889,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7104,2,1.0,1,0,1,15,96.0,1.0,1.0,1,0.16666666666666666,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
7105,2,1.0,1,1,0,1,100.0,1.0,1.0,0,0.18055555555555555,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7106,1,1.0,0,1,0,41,92.0,1.0,1.0,0,0.2777777777777778,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7107,1,1.0,1,1,0,5,100.0,1.0,1.0,1,0.2777777777777778,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7108,1,1.0,1,0,0,14,100.0,1.0,1.0,1,0.19444444444444445,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7109,4,1.0,1,0,1,178,90.0,1.0,2.0,0,0.18055555555555555,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7110,2,2.0,1,1,0,22,97.0,1.0,1.0,1,0.20833333333333334,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7111,2,1.0,1,0,0,27,95.0,1.0,1.0,1,0.1527777777777778,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7112,2,2.0,0,1,1,1,100.0,1.0,1.0,1,0.1388888888888889,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7113,2,1.0,1,1,0,2,100.0,0.0,1.0,1,0.18055555555555555,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7114,3,1.0,1,1,0,13,98.0,1.0,1.0,1,0.2916666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7115,2,1.0,1,1,1,25,98.0,1.0,1.0,1,0.4722222222222222,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7116,1,1.0,1,0,0,67,94.0,1.0,1.0,1,0.125,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7117,1,1.0,0,0,1,1,80.0,1.0,1.0,1,0.20833333333333334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7118,2,1.0,1,1,1,33,89.0,1.0,1.0,1,0.25,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7119,2,1.0,1,1,0,5,88.0,0.0,1.0,1,0.18055555555555555,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7120,2,1.0,1,1,0,9,100.0,0.0,1.0,1,0.2638888888888889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7121,2,1.0,1,1,1,57,99.0,1.0,1.0,1,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7122,5,1.0,1,1,0,36,92.0,2.0,2.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7123,4,1.0,1,1,0,25,95.0,1.0,1.0,0,0.16666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7124,2,1.0,1,1,0,102,97.0,1.0,1.0,1,0.3055555555555556,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7125,2,1.0,1,1,0,13,95.0,1.0,2.0,1,0.25,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7126,2,1.0,1,0,1,118,98.0,1.0,2.0,1,0.16666666666666666,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
7127,2,1.5,0,0,0,50,96.0,1.0,2.0,0,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7128,1,1.5,1,1,0,6,92.0,1.0,1.0,1,0.09722222222222222,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
7129,2,1.5,0,1,1,1,80.0,1.0,1.0,1,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7130,3,1.0,1,1,0,54,98.0,1.0,2.0,1,0.3472222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7131,2,1.0,1,0,0,1,80.0,1.0,1.0,1,0.18055555555555555,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7132,4,1.0,1,0,1,13,85.0,2.0,3.0,0,0.16666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7133,1,1.0,0,1,1,42,98.0,1.0,1.0,1,0.2361111111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7134,1,1.0,1,1,0,14,96.0,1.0,1.0,1,0.20833333333333334,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7135,4,1.0,1,1,0,29,93.0,1.0,2.0,1,0.08333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7136,5,1.0,1,1,0,8,98.0,1.0,1.0,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7137,3,1.0,1,1,0,28,94.0,1.0,2.0,1,0.2638888888888889,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7138,4,4.0,0,1,1,31,89.0,1.0,10.0,0,0.3194444444444444,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
7139,3,1.0,1,0,1,5,80.0,1.0,2.0,1,0.18055555555555555,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
