property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,price,host_response,amenities_ratio,regions
6,2,2,1.0,2,1,1,0,41,86.0,1.0,1.0,100.00000000000004,0,0.33766233766233766,8
5,1,2,1.0,0,0,0,0,102,92.0,1.0,1.0,67.00000000000004,1,0.16883116883116883,7
6,2,2,1.0,2,1,1,0,52,98.0,1.0,1.0,119.00000000000013,1,0.2857142857142857,7
6,2,2,1.0,1,1,0,1,49,97.0,0.0,1.0,95.0,1,0.3116883116883117,7
6,1,4,1.0,0,0,1,0,3,100.0,1.0,2.0,144.99999999999997,1,0.22077922077922077,9
6,1,2,1.0,2,1,1,0,12,92.0,1.0,1.0,74.99999999999997,0,0.16883116883116883,9
5,2,4,1.0,2,1,1,0,52,84.0,1.0,1.0,175.00000000000009,1,0.15584415584415584,7
6,2,3,1.0,2,1,1,1,88,96.0,0.0,2.0,125.00000000000004,1,0.33766233766233766,5
6,2,4,1.0,0,1,0,1,1,100.0,1.0,1.0,188.0,0,0.23376623376623376,4
5,1,2,1.0,2,1,1,1,75,95.0,1.0,1.0,48.00000000000005,1,0.19480519480519481,7
6,2,5,2.0,2,1,1,1,23,90.0,2.0,2.0,139.99999999999994,1,0.2857142857142857,1
6,1,3,1.0,0,0,1,0,11,91.0,1.0,1.0,56.00000000000002,1,0.012987012987012988,8
5,2,2,1.0,2,1,0,0,35,97.0,0.0,1.0,88.99999999999999,0,0.15584415584415584,1
6,1,3,1.0,2,1,0,1,69,86.0,1.0,2.0,64.99999999999999,1,0.33766233766233766,9
6,1,2,1.0,1,1,1,0,31,100.0,1.0,1.0,74.99999999999997,1,0.24675324675324675,3
6,2,5,1.0,0,1,1,0,3,100.0,3.0,2.0,125.00000000000004,1,0.24675324675324675,9
6,2,6,1.0,2,1,1,1,4,100.0,3.0,4.0,306.0000000000005,1,0.2077922077922078,6
6,2,3,1.0,2,1,1,1,14,100.0,1.0,1.0,55.00000000000002,1,0.2727272727272727,8
6,2,2,1.0,0,0,1,1,6,97.0,0.0,1.0,100.00000000000004,1,0.24675324675324675,3
6,1,2,1.0,2,1,1,1,102,93.0,1.0,1.0,89.99999999999967,1,0.33766233766233766,8
0,2,2,1.0,2,1,1,0,1,100.0,0.0,1.0,179.9999999999999,1,0.33766233766233766,7
6,2,2,1.0,2,1,1,1,9,96.0,1.0,1.0,175.00000000000009,1,0.24675324675324675,7
5,1,2,1.0,1,1,1,0,57,93.0,1.0,1.0,89.99999999999967,1,0.2077922077922078,6
6,1,1,1.0,2,0,0,0,1,100.0,1.0,1.0,30.000000000000004,1,0.12987012987012986,8
6,1,1,1.0,1,0,1,0,4,95.0,1.0,1.0,72.99999999999999,1,0.42857142857142855,8
6,2,4,1.0,1,1,0,1,81,95.0,2.0,2.0,128.99999999999997,1,0.2857142857142857,7
5,2,4,1.0,2,1,1,0,66,95.0,2.0,2.0,275.00000000000057,0,0.2597402597402597,0
6,2,4,1.0,2,1,0,1,7,100.0,1.0,1.0,149.99999999999997,0,0.19480519480519481,8
5,1,2,1.0,1,1,0,0,15,99.0,1.0,2.0,50.000000000000036,1,0.24675324675324675,1
0,2,5,1.0,2,1,0,1,19,97.0,1.0,3.0,99.0,1,0.2857142857142857,1
6,2,4,1.0,1,1,1,1,60,95.0,2.0,2.0,249.99999999999991,1,0.19480519480519481,7
4,1,4,1.0,0,1,1,1,5,92.0,1.0,2.0,125.00000000000004,0,0.23376623376623376,9
6,1,1,1.0,2,1,1,1,7,77.0,1.0,1.0,70.00000000000003,1,0.18181818181818182,8
5,1,1,3.0,2,1,0,0,2,100.0,1.0,1.0,30.000000000000004,1,0.37662337662337664,4
6,1,2,1.0,2,0,0,1,100,93.0,1.0,1.0,59.99999999999999,1,0.24675324675324675,8
6,2,2,1.0,1,1,1,1,10,96.0,1.0,2.0,82.9999999999999,1,0.2077922077922078,8
6,1,1,1.0,0,1,0,0,16,98.0,0.0,1.0,45.00000000000002,1,0.16883116883116883,8
5,2,5,2.0,2,1,1,0,20,100.0,2.0,4.0,198.0,1,0.3116883116883117,7
6,1,2,1.0,2,1,1,0,37,100.0,1.0,1.0,64.99999999999999,1,0.2727272727272727,2
5,2,5,3.0,1,1,1,1,1,100.0,2.0,2.0,649.9999999999992,0,0.2077922077922078,7
5,1,2,1.0,2,1,0,1,6,100.0,1.0,2.0,100.00000000000004,1,0.2077922077922078,6
6,1,4,1.0,2,1,1,1,2,60.0,2.0,2.0,59.99999999999999,1,0.36363636363636365,8
5,1,2,1.5,1,0,0,0,65,90.0,1.0,1.0,48.99999999999999,1,0.11688311688311688,4
5,1,4,1.0,0,1,0,1,36,96.0,1.0,2.0,85.00000000000001,0,0.19480519480519481,8
6,2,4,1.0,0,1,1,0,7,97.0,1.0,2.0,249.99999999999991,1,0.22077922077922077,8
5,1,2,2.5,2,1,0,0,135,100.0,1.0,2.0,121.00000000000004,1,0.35064935064935066,7
5,2,3,1.0,2,1,1,0,50,96.0,1.0,2.0,224.9999999999998,1,0.24675324675324675,6
6,1,4,1.0,2,1,1,1,2,100.0,1.0,2.0,375.0000000000005,1,0.2987012987012987,0
6,1,2,1.0,1,1,0,1,3,100.0,1.0,1.0,64.99999999999999,1,0.09090909090909091,4
6,1,2,1.0,2,0,1,0,14,93.0,1.0,1.0,104.99999999999996,1,0.23376623376623376,2
6,2,2,1.0,2,1,1,0,45,76.0,0.0,1.0,85.00000000000001,1,0.14285714285714285,8
6,0,1,1.5,2,1,1,1,7,86.0,1.0,1.0,20.00000000000001,1,0.15584415584415584,7
5,2,2,1.0,2,1,1,0,1,20.0,1.0,1.0,258.0,1,0.1038961038961039,6
6,2,2,1.0,2,1,1,0,34,95.0,1.0,1.0,188.0,1,0.33766233766233766,4
0,1,4,1.0,2,1,1,0,4,100.0,1.0,2.0,89.99999999999967,1,0.22077922077922077,7
3,1,2,1.5,2,0,1,1,252,92.0,1.0,1.0,89.99999999999967,1,0.3116883116883117,5
5,1,1,1.0,2,1,1,0,18,98.0,1.0,1.0,55.00000000000002,0,0.14285714285714285,7
5,2,3,1.0,2,1,1,0,4,100.0,0.0,2.0,72.0,1,0.16883116883116883,1
5,1,2,1.0,2,1,1,1,31,94.0,1.0,1.0,50.000000000000036,1,0.19480519480519481,4
5,2,3,1.0,2,1,1,0,98,97.0,1.0,2.0,95.0,1,0.19480519480519481,7
4,2,4,1.0,2,1,1,1,52,92.0,2.0,2.0,99.0,0,0.2597402597402597,4
6,1,1,1.0,2,1,1,0,1,100.0,1.0,1.0,70.00000000000003,0,0.11688311688311688,9
5,1,4,1.0,2,1,1,0,98,97.0,1.0,2.0,48.00000000000005,1,0.24675324675324675,1
6,2,4,1.0,2,1,1,1,100,95.0,2.0,2.0,64.99999999999999,1,0.38961038961038963,9
5,1,1,1.5,0,1,0,0,6,100.0,1.0,1.0,54.00000000000001,0,0.18181818181818182,7
6,2,2,1.0,2,1,1,0,129,96.0,0.0,1.0,89.99999999999967,1,0.33766233766233766,5
6,1,2,1.0,0,0,0,0,2,100.0,1.0,1.0,39.99999999999998,0,0.23376623376623376,8
6,2,3,2.0,2,1,1,0,2,90.0,1.0,2.0,104.99999999999996,1,0.23376623376623376,8
6,1,1,1.0,2,1,0,0,10,96.0,1.0,1.0,89.99999999999967,1,0.2077922077922078,8
6,1,2,1.0,0,1,1,1,17,99.0,1.0,1.0,44.00000000000002,1,0.23376623376623376,2
6,1,1,1.0,0,0,1,1,5,100.0,1.0,1.0,64.99999999999999,1,0.2077922077922078,9
6,2,2,1.0,2,1,0,0,8,97.0,1.0,1.0,175.00000000000009,1,0.2727272727272727,7
5,0,1,1.0,0,1,1,0,4,85.0,1.0,1.0,34.99999999999999,1,0.3116883116883117,9
5,2,4,1.0,2,1,1,0,49,92.0,1.0,2.0,164.9999999999998,1,0.35064935064935066,5
4,2,6,2.0,2,0,0,1,2,100.0,2.0,3.0,995.0,1,0.2597402597402597,6
6,2,10,2.0,2,1,1,1,18,79.0,3.0,6.0,224.9999999999998,0,0.2077922077922078,8
6,2,2,1.0,2,1,1,0,2,100.0,1.0,1.0,199.0,1,0.2987012987012987,8
6,2,6,1.0,2,1,0,0,1,80.0,3.0,3.0,375.0000000000005,1,0.24675324675324675,6
2,2,10,2.0,2,1,1,1,19,93.0,3.0,5.0,224.9999999999998,1,0.36363636363636365,8
1,2,6,1.0,2,0,0,1,19,98.0,3.0,3.0,299.0000000000004,1,0.1038961038961039,8
6,2,4,1.0,1,1,0,1,36,99.0,1.0,3.0,164.9999999999998,1,0.4155844155844156,4
6,1,1,1.0,2,1,1,1,1,100.0,1.0,1.0,70.00000000000003,1,0.2727272727272727,8
6,2,2,1.0,2,1,0,1,4,95.0,1.0,2.0,135.00000000000003,1,0.12987012987012986,9
5,2,7,1.0,1,1,0,1,9,93.0,2.0,3.0,160.00000000000026,1,0.2077922077922078,8
2,1,4,1.0,2,1,0,0,62,94.0,1.0,2.0,249.99999999999991,0,0.18181818181818182,9
6,2,4,1.0,0,0,1,0,6,93.0,1.0,2.0,309.0000000000007,0,0.35064935064935066,9
6,2,4,1.0,2,1,1,0,18,85.0,1.0,2.0,149.99999999999997,1,0.09090909090909091,9
6,2,2,1.0,2,0,1,1,2,80.0,0.0,1.0,110.00000000000004,0,0.22077922077922077,5
6,1,2,1.0,1,1,1,1,101,94.0,1.0,1.0,55.00000000000002,1,0.23376623376623376,8
6,2,4,1.0,2,1,1,1,33,93.0,2.0,2.0,395.00000000000006,1,0.2987012987012987,9
6,1,2,1.0,0,0,1,0,54,96.0,1.0,1.0,55.00000000000002,1,0.16883116883116883,9
6,2,5,2.0,0,1,0,0,3,100.0,2.0,3.0,380.00000000000006,1,0.3116883116883117,7
6,2,2,1.0,1,1,1,0,36,94.0,1.0,2.0,100.00000000000004,1,0.23376623376623376,7
6,2,6,2.5,1,1,1,1,6,97.0,3.0,3.0,495.00000000000085,1,0.5714285714285714,9
5,1,2,1.0,0,1,1,0,5,96.0,1.0,1.0,70.00000000000003,1,0.16883116883116883,7
6,2,2,1.0,2,1,1,0,93,97.0,1.0,1.0,138.99999999999997,1,0.16883116883116883,7
6,1,1,1.0,1,0,1,1,216,97.0,1.0,1.0,95.0,1,0.12987012987012986,9
6,2,2,1.0,1,0,1,0,4,100.0,1.0,1.0,149.99999999999997,0,0.2727272727272727,9
6,2,2,1.0,2,1,1,0,68,97.0,1.0,1.0,149.99999999999997,1,0.24675324675324675,9
5,1,4,1.5,1,1,1,0,146,96.0,1.0,2.0,85.00000000000001,1,0.2857142857142857,5
6,2,4,1.0,1,1,0,1,2,90.0,2.0,3.0,164.9999999999998,1,0.05194805194805195,9
5,1,4,1.0,2,0,1,1,39,75.0,1.0,2.0,45.00000000000002,1,0.22077922077922077,0
6,2,2,1.0,2,1,1,1,25,98.0,0.0,1.0,197.0,1,0.2987012987012987,9
1,2,6,1.0,2,1,0,0,242,92.0,2.0,3.0,195.0,0,0.22077922077922077,8
2,2,6,2.5,2,1,1,0,67,97.0,2.0,3.0,160.00000000000026,1,0.45454545454545453,5
5,1,2,2.0,2,1,1,0,27,98.0,1.0,1.0,64.99999999999999,1,0.12987012987012986,1
5,1,2,1.0,1,1,1,1,296,99.0,1.0,1.0,128.99999999999997,1,0.16883116883116883,6
6,2,3,1.0,2,1,1,0,44,98.0,0.0,1.0,169.99999999999991,1,0.2857142857142857,9
5,1,2,1.5,0,1,0,0,8,98.0,1.0,1.0,76.99999999999996,1,0.2727272727272727,7
5,1,2,1.0,2,1,1,0,11,100.0,1.0,1.0,100.00000000000004,1,0.2987012987012987,7
6,1,2,1.0,2,0,1,0,4,95.0,1.0,1.0,100.00000000000004,1,0.12987012987012986,4
6,2,3,1.0,2,1,0,1,15,84.0,1.0,1.0,155.00000000000003,1,0.16883116883116883,9
6,2,4,1.0,2,1,1,0,21,94.0,0.0,1.0,159.0,1,0.33766233766233766,8
6,1,2,1.0,2,1,1,1,77,96.0,1.0,1.0,89.99999999999967,1,0.15584415584415584,9
6,2,2,1.0,0,0,0,1,4,93.0,0.0,1.0,175.00000000000009,1,0.22077922077922077,3
6,1,2,2.0,0,0,0,1,2,90.0,1.0,1.0,144.99999999999997,1,0.18181818181818182,9
6,1,2,1.0,2,1,1,0,3,93.0,1.0,2.0,78.0,0,0.19480519480519481,4
6,2,4,1.0,2,1,1,0,1,100.0,1.0,2.0,138.00000000000006,1,0.24675324675324675,7
5,1,1,1.0,1,1,1,0,13,91.0,1.0,1.0,64.99999999999999,0,0.2077922077922078,1
6,1,2,1.0,1,1,1,0,85,96.0,1.0,1.0,88.99999999999999,1,0.12987012987012986,9
5,2,2,1.0,1,1,1,0,26,100.0,1.0,1.0,108.00000000000004,0,0.22077922077922077,6
5,2,10,2.0,2,1,1,0,3,100.0,4.0,6.0,149.0,1,0.37662337662337664,3
5,0,1,2.0,2,0,1,1,36,93.0,1.0,1.0,24.000000000000004,0,0.18181818181818182,7
2,1,2,1.0,2,0,1,0,27,98.0,1.0,1.0,79.99999999999997,1,0.37662337662337664,5
3,2,2,1.0,1,1,1,0,117,98.0,0.0,1.0,95.0,1,0.23376623376623376,7
6,2,3,1.0,1,0,0,1,1,80.0,1.0,1.0,110.00000000000004,1,0.2987012987012987,3
4,2,2,1.0,2,1,0,1,6,83.0,1.0,1.0,349.99999999999983,0,0.24675324675324675,6
6,1,1,1.0,0,0,0,0,6,97.0,1.0,1.0,30.000000000000004,1,0.12987012987012986,8
5,1,2,1.0,2,1,1,1,67,96.0,1.0,1.0,42.999999999999964,1,0.2727272727272727,7
6,2,4,1.5,0,0,1,0,9,96.0,1.0,1.0,169.99999999999991,1,0.2987012987012987,8
6,2,4,1.0,2,1,1,0,21,96.0,2.0,2.0,199.0,0,0.2597402597402597,9
5,1,1,1.5,2,1,1,1,6,90.0,1.0,1.0,56.999999999999964,0,0.2727272727272727,8
5,1,2,1.0,1,1,0,0,1,80.0,1.0,2.0,85.99999999999982,1,0.19480519480519481,6
6,1,1,1.0,2,1,1,0,44,97.0,1.0,1.0,69.00000000000001,1,0.2857142857142857,9
6,2,4,1.0,2,1,1,0,7,97.0,0.0,2.0,239.00000000000009,1,0.24675324675324675,8
6,2,2,1.0,2,1,0,0,3,100.0,0.0,1.0,100.00000000000004,0,0.2597402597402597,0
6,2,4,1.0,1,1,1,1,177,97.0,0.0,3.0,99.0,1,0.42857142857142855,4
6,2,6,1.0,2,1,1,0,14,100.0,3.0,3.0,138.00000000000006,1,0.3116883116883117,3
6,1,2,1.0,2,0,0,0,12,80.0,1.0,1.0,59.99999999999999,1,0.1038961038961039,9
6,2,4,1.0,1,0,1,0,42,90.0,2.0,3.0,158.00000000000003,1,0.12987012987012986,8
6,2,5,1.0,1,1,1,1,19,78.0,1.0,2.0,104.99999999999996,0,0.4025974025974026,7
6,2,2,1.0,2,1,1,0,12,98.0,0.0,1.0,189.00000000000043,1,0.23376623376623376,9
6,1,2,1.0,2,1,1,0,13,92.0,1.0,1.0,108.99999999999996,0,0.14285714285714285,8
6,1,2,1.0,2,1,1,0,9,87.0,1.0,1.0,59.00000000000002,0,0.2077922077922078,7
6,2,4,2.0,1,1,1,1,4,100.0,0.0,2.0,100.00000000000004,1,0.33766233766233766,5
4,2,16,3.0,2,1,1,0,6,97.0,5.0,9.0,400.00000000000017,1,0.3116883116883117,3
5,1,1,1.0,2,0,0,0,22,96.0,1.0,1.0,117.00000000000004,1,0.35064935064935066,5
6,2,2,1.0,0,1,1,0,3,100.0,0.0,1.0,146.99999999999997,1,0.11688311688311688,9
6,1,2,1.0,0,1,1,1,185,78.0,1.0,2.0,55.00000000000002,1,0.33766233766233766,2
5,1,2,1.5,1,1,0,1,29,98.0,1.0,1.0,70.00000000000003,1,0.3246753246753247,7
6,1,2,1.0,0,1,1,1,15,99.0,1.0,1.0,85.00000000000001,1,0.35064935064935066,7
6,1,2,1.0,2,1,1,1,61,88.0,1.0,1.0,85.00000000000001,1,0.19480519480519481,9
3,0,2,0.5,0,1,1,0,2,100.0,1.0,2.0,38.99999999999999,1,0.07792207792207792,7
6,1,3,1.0,2,1,0,1,3,100.0,1.0,1.0,52.000000000000036,1,0.22077922077922077,8
6,2,3,1.0,2,1,1,0,18,99.0,0.0,2.0,190.0,1,0.24675324675324675,6
3,2,2,1.0,0,0,0,1,4,100.0,1.0,1.0,100.00000000000004,1,0.15584415584415584,2
6,1,2,1.0,2,1,1,0,42,92.0,1.0,1.0,52.000000000000036,1,0.23376623376623376,9
5,1,2,2.0,2,0,1,0,13,98.0,1.0,1.0,125.00000000000004,1,0.2077922077922078,6
5,0,1,1.0,0,0,1,0,4,75.0,1.0,1.0,14.999999999999993,0,0.12987012987012986,5
6,2,5,2.0,2,1,0,0,19,98.0,2.0,4.0,375.0000000000005,1,0.23376623376623376,7
4,1,2,1.0,0,1,0,0,1,100.0,1.0,1.0,220.00000000000045,1,0.22077922077922077,9
5,2,3,1.0,2,1,1,0,18,99.0,0.0,2.0,79.99999999999997,1,0.24675324675324675,8
6,2,4,1.0,1,1,1,1,24,88.0,2.0,2.0,199.0,1,0.1038961038961039,6
6,2,3,1.0,2,1,1,0,40,98.0,1.0,1.0,147.99999999999994,1,0.2077922077922078,8
6,2,3,1.0,2,1,1,1,45,89.0,1.0,2.0,229.00000000000045,0,0.2597402597402597,5
1,0,1,1.0,0,0,0,1,1,100.0,1.0,1.0,63.99999999999998,1,0.12987012987012986,8
6,2,3,1.0,2,1,1,0,8,97.0,1.0,1.0,99.0,1,0.2857142857142857,8
5,1,2,1.0,0,0,1,0,8,83.0,1.0,1.0,38.99999999999999,1,0.14285714285714285,7
6,2,3,1.0,0,1,1,1,45,99.0,0.0,2.0,100.00000000000004,1,0.3116883116883117,3
6,2,3,1.0,1,1,0,0,1,100.0,1.0,1.0,249.99999999999991,0,0.22077922077922077,9
6,1,2,1.0,1,1,1,0,8,95.0,1.0,1.0,48.00000000000005,1,0.19480519480519481,8
6,2,2,1.0,1,1,1,0,7,100.0,1.0,1.0,119.99999999999996,1,0.12987012987012986,9
6,2,6,1.0,2,1,0,1,3,73.0,3.0,4.0,360.00000000000006,0,0.4805194805194805,9
6,2,2,1.0,1,1,0,0,70,97.0,0.0,1.0,175.00000000000009,1,0.2727272727272727,8
5,2,4,1.0,2,1,1,1,85,93.0,1.0,2.0,119.99999999999996,1,0.3116883116883117,6
6,0,4,1.0,2,1,1,0,4,95.0,1.0,3.0,239.99999999999974,1,0.3246753246753247,9
6,1,3,1.0,0,1,0,0,32,96.0,1.0,2.0,39.99999999999998,0,0.18181818181818182,9
5,1,1,1.0,0,0,1,0,2,100.0,1.0,1.0,34.99999999999999,0,0.19480519480519481,4
5,1,1,1.0,2,0,0,1,1,100.0,1.0,1.0,50.000000000000036,1,0.19480519480519481,9
6,1,2,1.0,1,1,1,0,12,96.0,1.0,1.0,64.99999999999999,1,0.37662337662337664,9
5,1,2,1.0,0,0,0,0,2,60.0,1.0,1.0,85.00000000000001,1,0.14285714285714285,8
6,1,1,1.0,2,1,0,0,46,93.0,1.0,1.0,45.00000000000002,1,0.09090909090909091,2
6,1,2,1.0,2,1,1,0,120,93.0,1.0,1.0,100.00000000000004,1,0.16883116883116883,9
5,2,8,2.0,2,1,1,0,5,100.0,3.0,4.0,343.0000000000004,1,0.16883116883116883,7
6,2,4,1.0,0,1,0,1,3,93.0,2.0,1.0,299.0000000000004,1,0.22077922077922077,6
6,1,2,1.0,2,0,1,0,24,90.0,1.0,1.0,55.00000000000002,1,0.09090909090909091,2
5,2,5,2.0,1,1,1,1,44,96.0,2.0,2.0,249.99999999999991,1,0.3246753246753247,6
2,2,4,2.0,1,1,1,0,40,94.0,2.0,3.0,171.99999999999991,1,0.2727272727272727,5
6,2,2,1.0,1,1,0,0,28,91.0,1.0,1.0,258.99999999999994,0,0.22077922077922077,4
5,1,2,1.0,2,1,1,0,27,92.0,1.0,1.0,70.00000000000003,0,0.24675324675324675,7
6,1,1,1.0,2,1,1,0,9,98.0,1.0,1.0,115.0,1,0.22077922077922077,6
6,2,4,1.0,2,1,1,0,17,93.0,1.0,1.0,138.00000000000006,1,0.19480519480519481,9
6,2,6,1.0,2,1,1,0,91,92.0,3.0,3.0,448.0000000000003,1,0.2077922077922078,9
6,1,4,1.0,1,1,0,0,5,100.0,2.0,2.0,59.99999999999999,0,0.23376623376623376,8
6,2,5,2.5,2,1,1,1,6,93.0,2.0,3.0,400.00000000000017,1,0.3246753246753247,7
6,2,3,1.0,0,1,1,0,28,97.0,1.0,1.0,130.99999999999994,1,0.37662337662337664,7
3,2,10,2.0,2,1,1,0,81,96.0,3.0,5.0,398.9999999999994,1,0.2857142857142857,6
6,1,2,1.0,1,1,1,1,15,97.0,1.0,1.0,59.99999999999999,1,0.19480519480519481,8
6,2,4,1.0,2,0,1,0,134,88.0,1.0,2.0,88.99999999999999,1,0.2857142857142857,2
6,2,2,1.0,2,1,1,0,7,97.0,1.0,1.0,50.000000000000036,1,0.19480519480519481,2
6,2,4,1.0,0,1,1,0,19,98.0,1.0,2.0,68.00000000000001,1,0.4675324675324675,5
5,2,6,1.0,2,1,0,1,180,87.0,1.0,4.0,88.99999999999999,0,0.2727272727272727,7
4,2,2,1.0,2,1,1,0,3,100.0,0.0,1.0,64.99999999999999,1,0.24675324675324675,5
5,2,2,1.0,1,1,1,0,39,93.0,1.0,1.0,76.99999999999996,0,0.2727272727272727,5
5,2,8,2.0,0,1,1,0,2,80.0,3.0,4.0,199.99999999999991,1,0.2597402597402597,0
6,2,2,1.0,2,1,1,1,2,100.0,0.0,1.0,149.99999999999997,1,0.12987012987012986,6
5,1,1,1.0,2,1,0,1,5,88.0,1.0,1.0,41.000000000000036,1,0.16883116883116883,8
6,2,3,1.0,2,1,1,0,28,90.0,1.0,1.0,161.99999999999994,1,0.2987012987012987,9
6,2,6,1.0,2,1,1,1,134,96.0,2.0,3.0,300.00000000000017,1,0.24675324675324675,9
6,2,6,2.0,2,1,1,1,36,94.0,2.0,4.0,248.9999999999997,1,0.2857142857142857,9
5,1,2,1.0,2,1,1,0,69,94.0,1.0,1.0,104.99999999999996,1,0.2727272727272727,6
0,2,4,1.0,2,1,1,0,4,80.0,1.0,2.0,175.00000000000009,1,0.2597402597402597,1
6,1,2,1.0,2,0,0,1,3,100.0,1.0,1.0,119.99999999999996,1,0.19480519480519481,9
5,1,2,1.0,1,1,1,1,19,99.0,1.0,1.0,59.99999999999999,1,0.2727272727272727,0
6,2,4,1.0,2,1,1,0,8,93.0,2.0,3.0,83.99999999999999,1,0.07792207792207792,8
5,2,4,1.5,1,1,1,0,12,93.0,2.0,2.0,300.00000000000017,1,0.23376623376623376,8
5,2,8,1.5,2,1,0,1,4,100.0,5.0,5.0,699.9999999999985,1,0.16883116883116883,4
6,1,4,1.0,2,1,0,0,6,87.0,1.0,2.0,50.000000000000036,1,0.15584415584415584,2
5,2,5,2.0,2,1,1,0,4,100.0,3.0,3.0,89.99999999999967,1,0.2727272727272727,6
5,1,2,1.0,0,1,0,0,38,97.0,1.0,1.0,53.00000000000001,1,0.2597402597402597,1
6,1,1,1.0,2,1,0,0,4,95.0,1.0,1.0,85.00000000000001,1,0.16883116883116883,2
6,2,4,1.0,0,1,1,0,18,98.0,1.0,2.0,149.99999999999997,1,0.5584415584415584,8
6,2,6,1.0,2,1,1,0,47,90.0,2.0,3.0,149.99999999999997,1,0.2597402597402597,3
3,0,1,1.0,2,0,0,0,2,90.0,1.0,1.0,23.0,0,0.11688311688311688,7
5,1,4,1.0,1,1,1,1,47,82.0,1.0,2.0,89.99999999999967,0,0.15584415584415584,2
2,1,8,3.0,1,0,0,1,25,94.0,4.0,4.0,68.00000000000001,1,0.22077922077922077,2
6,1,2,2.0,0,0,1,0,2,80.0,1.0,1.0,110.00000000000004,0,0.14285714285714285,9
6,1,2,1.0,0,1,0,1,1,80.0,1.0,1.0,64.99999999999999,1,0.15584415584415584,9
6,1,2,1.0,2,0,1,0,203,98.0,1.0,1.0,56.00000000000002,1,0.2597402597402597,9
6,2,3,1.0,2,1,1,0,1,100.0,1.0,1.0,224.9999999999998,1,0.2857142857142857,3
6,2,4,1.0,1,1,0,0,1,100.0,2.0,2.0,100.00000000000004,1,0.15584415584415584,2
6,1,2,1.0,0,0,1,1,2,90.0,1.0,1.0,68.00000000000001,0,0.15584415584415584,0
6,1,2,1.0,2,1,1,0,9,100.0,1.0,1.0,99.0,1,0.23376623376623376,9
5,1,3,1.0,1,1,1,0,123,94.0,1.0,1.0,72.0,1,0.18181818181818182,6
6,2,4,1.0,0,1,0,0,6,100.0,1.0,2.0,349.99999999999983,1,0.3116883116883117,6
5,1,6,1.0,1,1,1,0,58,82.0,1.0,3.0,100.00000000000004,0,0.14285714285714285,2
6,2,8,2.0,2,1,0,0,4,100.0,4.0,5.0,649.9999999999992,1,0.19480519480519481,6
6,2,2,1.0,0,0,1,0,41,97.0,1.0,2.0,119.99999999999996,1,0.3116883116883117,5
6,2,6,1.0,0,1,0,0,27,99.0,2.0,4.0,61.00000000000001,1,0.2857142857142857,3
6,2,2,1.0,2,1,1,0,7,86.0,0.0,1.0,119.99999999999996,1,0.2727272727272727,7
6,1,2,1.0,2,1,1,0,16,99.0,1.0,2.0,89.99999999999967,1,0.22077922077922077,8
5,2,6,1.0,1,1,1,1,26,100.0,2.0,3.0,149.99999999999997,1,0.36363636363636365,7
6,2,4,1.0,2,1,0,0,18,95.0,1.0,2.0,160.00000000000026,1,0.2857142857142857,8
5,1,2,1.0,0,1,1,0,30,95.0,1.0,2.0,74.99999999999997,1,0.19480519480519481,6
6,2,7,1.0,2,0,0,1,23,97.0,3.0,3.0,699.9999999999985,1,0.22077922077922077,6
6,1,2,1.0,1,1,1,0,14,97.0,1.0,1.0,104.0,0,0.24675324675324675,8
6,2,4,1.0,2,1,1,0,5,90.0,1.0,2.0,199.99999999999991,1,0.09090909090909091,9
6,2,2,1.0,0,1,1,0,20,100.0,1.0,2.0,175.00000000000009,1,0.2077922077922078,9
6,1,1,0.5,1,0,0,0,8,97.0,1.0,1.0,99.0,1,0.19480519480519481,9
5,2,4,2.0,2,1,1,0,23,100.0,2.0,2.0,169.0,1,0.3246753246753247,1
6,1,2,1.0,0,1,1,0,14,96.0,1.0,1.0,99.0,0,0.15584415584415584,8
5,2,6,3.0,2,1,0,1,47,89.0,3.0,3.0,189.00000000000043,0,0.23376623376623376,7
6,2,4,1.0,2,1,1,0,32,94.0,0.0,2.0,149.0,1,0.2597402597402597,9
6,2,2,1.0,2,0,1,0,33,98.0,0.0,1.0,220.00000000000045,1,0.19480519480519481,9
4,2,6,1.0,0,0,0,0,12,98.0,3.0,3.0,124.00000000000004,1,0.2597402597402597,8
6,1,2,1.0,2,1,1,0,41,99.0,1.0,1.0,100.00000000000004,1,0.2857142857142857,9
6,2,4,1.5,2,1,0,0,10,90.0,2.0,4.0,195.0,1,0.14285714285714285,8
6,1,2,1.5,1,1,1,0,106,97.0,1.0,1.0,175.00000000000009,1,0.4025974025974026,9
6,1,2,1.0,2,1,1,0,16,98.0,1.0,1.0,76.0,1,0.24675324675324675,7
4,2,10,1.0,2,1,1,1,39,97.0,3.0,4.0,248.9999999999997,1,0.2597402597402597,3
5,2,3,1.0,2,1,1,0,1,100.0,2.0,2.0,100.00000000000004,1,0.5064935064935064,8
2,1,2,2.0,1,1,0,0,10,100.0,1.0,1.0,89.99999999999967,1,0.2597402597402597,7
6,1,5,2.0,2,0,1,1,30,86.0,1.0,3.0,70.00000000000003,1,0.23376623376623376,2
6,2,2,1.0,2,1,1,0,28,94.0,2.0,2.0,164.9999999999998,0,0.15584415584415584,9
