,property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,price,host_response,amenities_ratio,regions
21290,5,2,4,1.5,1,1,1,0,103,93.0,1.0,1.0,108.99999999999996,1,0.35064935064935066,5
21291,5,2,5,2.0,2,1,1,0,20,91.0,2.0,2.0,159.0,0,0.23376623376623376,7
21294,5,1,2,2.5,1,1,0,0,14,97.0,1.0,1.0,39.99999999999998,0,0.24675324675324675,0
21295,5,2,2,1.0,1,1,1,0,19,99.0,0.0,1.0,99.0,1,0.24675324675324675,1
21296,5,2,3,1.0,2,0,1,0,112,97.0,1.0,3.0,85.99999999999982,1,0.3116883116883117,1
21298,3,1,1,2.0,2,1,1,0,7,97.0,1.0,1.0,72.0,0,0.15584415584415584,6
21299,6,1,2,1.0,1,1,1,0,36,97.0,1.0,1.0,108.99999999999996,1,0.2987012987012987,5
21301,5,1,2,1.0,2,1,1,1,142,98.0,1.0,1.0,74.99999999999997,1,0.3636363636363637,7
21302,6,1,2,1.0,2,1,1,0,87,91.0,1.0,1.0,149.99999999999997,1,0.2597402597402597,9
21305,5,1,2,1.0,0,0,1,0,39,97.0,1.0,1.0,188.0,1,0.4675324675324675,6
21306,6,1,2,1.0,1,1,1,0,8,94.0,1.0,1.0,70.00000000000003,0,0.1948051948051948,8
21308,6,1,2,1.0,2,0,0,0,5,92.0,1.0,1.0,74.99999999999997,1,0.1948051948051948,9
21309,6,2,2,1.0,1,0,0,0,1,100.0,0.0,1.0,149.99999999999997,1,0.15584415584415584,9
21310,6,0,2,1.0,2,1,1,0,1,100.0,1.0,1.0,42.00000000000001,1,0.2597402597402597,2
21311,6,1,2,1.0,0,1,0,1,2,100.0,1.0,1.0,79.99999999999997,1,0.14285714285714285,8
21312,1,0,1,2.0,2,0,0,0,4,100.0,1.0,1.0,39.99999999999998,1,0.2597402597402597,7
21315,6,1,2,1.0,2,1,0,1,29,90.0,1.0,1.0,199.99999999999991,1,0.16883116883116886,7
21316,6,2,4,1.5,2,1,1,0,18,92.0,2.0,2.0,235.00000000000043,1,0.4415584415584416,9
21317,6,2,6,1.0,2,1,1,0,44,92.0,2.0,3.0,199.99999999999991,1,0.15584415584415584,8
21318,6,1,2,1.0,1,1,0,1,29,94.0,1.0,1.0,88.00000000000004,1,0.1948051948051948,6
21319,6,1,2,1.0,0,0,1,0,3,93.0,0.0,1.0,108.00000000000004,0,0.15584415584415584,9
21320,5,1,3,1.0,1,1,0,1,2,100.0,1.0,1.0,160.00000000000026,1,0.2857142857142857,7
21322,6,2,2,1.0,2,1,0,1,17,99.0,0.0,1.0,89.99999999999967,1,0.23376623376623376,8
21323,6,1,2,1.0,1,1,0,1,21,95.0,1.0,1.0,79.99999999999997,1,0.2077922077922078,9
21325,6,1,2,1.0,1,0,1,0,107,96.0,1.0,1.0,114.00000000000004,1,0.23376623376623376,9
21326,5,1,2,1.0,0,1,1,0,18,96.0,1.0,1.0,48.99999999999999,1,0.11688311688311688,1
21327,6,1,1,1.5,1,0,1,0,18,100.0,1.0,1.0,70.00000000000003,1,0.2727272727272727,8
21329,6,1,1,1.0,1,1,1,0,9,100.0,1.0,1.0,89.99999999999967,0,0.2987012987012987,8
21330,6,1,1,1.0,2,0,0,0,9,94.0,1.0,1.0,39.99999999999998,0,0.1948051948051948,1
21331,5,2,3,1.0,2,1,1,0,1,100.0,2.0,1.0,273.00000000000017,1,0.2857142857142857,7
21332,6,1,2,1.0,2,1,1,0,58,97.0,1.0,1.0,69.00000000000001,1,0.23376623376623376,8
21333,5,2,2,1.0,0,1,1,0,37,97.0,0.0,1.0,88.99999999999999,1,0.18181818181818185,7
21334,6,1,1,1.0,0,1,0,0,3,100.0,1.0,1.0,104.0,1,0.11688311688311688,6
21336,5,2,6,1.0,1,1,1,0,116,100.0,1.0,2.0,90.99999999999996,1,0.3376623376623377,7
21337,5,1,2,2.0,0,1,1,0,4,100.0,1.0,2.0,128.99999999999997,0,0.11688311688311688,7
21338,6,1,2,1.0,1,1,0,0,28,94.0,1.0,1.0,79.99999999999997,0,0.11688311688311688,0
21339,6,2,6,2.0,2,1,1,1,15,95.0,2.0,3.0,164.00000000000034,1,0.2727272727272727,7
21340,6,2,6,1.0,2,1,1,0,14,91.0,2.0,3.0,95.0,1,0.23376623376623376,3
21342,6,2,2,1.0,1,1,1,0,63,95.0,0.0,1.0,96.0,1,0.11688311688311688,7
21343,6,1,2,1.0,2,1,1,0,11,98.0,1.0,1.0,59.99999999999999,0,0.37662337662337664,8
21345,3,2,5,1.0,1,1,1,0,43,95.0,2.0,2.0,59.00000000000002,1,0.2857142857142857,3
21346,6,2,3,1.0,2,1,0,0,2,100.0,1.0,1.0,149.99999999999997,0,0.2207792207792208,7
21348,6,1,1,1.0,2,1,1,0,6,90.0,1.0,1.0,70.00000000000003,0,0.14285714285714285,9
21350,6,2,3,1.0,2,1,1,1,42,93.0,0.0,1.0,175.00000000000009,1,0.2987012987012987,4
21351,5,1,2,2.0,2,1,1,1,16,96.0,1.0,2.0,48.00000000000005,1,0.4025974025974026,4
21353,6,2,3,1.0,2,1,0,1,13,100.0,1.0,1.0,199.99999999999991,1,0.16883116883116886,4
21355,5,1,1,1.0,2,1,0,0,123,98.0,1.0,1.0,99.0,1,0.2987012987012987,6
21356,6,1,1,1.0,2,0,1,0,4,100.0,1.0,1.0,59.99999999999999,1,0.1948051948051948,8
21357,6,1,1,1.0,2,0,1,0,57,99.0,1.0,1.0,95.0,1,0.3636363636363637,7
21358,6,2,2,1.0,0,1,0,0,16,98.0,0.0,1.0,129.99999999999997,1,0.2857142857142857,8
21359,5,2,4,1.5,0,1,1,1,6,100.0,2.0,3.0,300.00000000000017,1,0.2727272727272727,5
21364,5,2,2,1.0,1,1,1,1,8,98.0,0.0,1.0,135.00000000000003,1,0.23376623376623376,7
21366,6,2,4,1.0,2,1,1,0,20,92.0,2.0,3.0,199.0,0,0.09090909090909093,8
21367,3,2,2,1.0,0,1,1,0,30,95.0,0.0,1.0,88.99999999999999,0,0.1948051948051948,7
21368,6,2,5,1.0,2,1,1,0,45,98.0,2.0,2.0,135.00000000000003,1,0.4025974025974026,8
21369,5,2,2,1.0,2,1,0,1,7,97.0,1.0,1.0,68.00000000000001,1,0.37662337662337664,7
21371,6,2,4,1.0,0,1,1,0,17,95.0,1.0,1.0,20.00000000000001,0,0.2207792207792208,8
21373,5,2,2,1.0,2,1,1,0,85,97.0,1.0,1.0,95.0,1,0.18181818181818185,7
21374,4,2,2,1.0,1,1,0,0,41,98.0,1.0,2.0,149.99999999999997,1,0.2727272727272727,4
21375,6,2,4,1.0,1,1,1,0,44,97.0,1.0,2.0,125.00000000000004,1,0.2727272727272727,7
21376,5,1,2,1.0,1,1,1,0,23,98.0,1.0,1.0,89.99999999999967,1,0.14285714285714285,6
21377,2,1,2,1.0,1,1,1,0,7,97.0,1.0,1.0,79.99999999999997,0,0.3116883116883117,8
21378,2,1,2,1.0,2,1,0,0,20,89.0,0.0,1.0,50.000000000000036,0,0.23376623376623376,2
21379,6,1,1,1.0,0,0,0,0,1,100.0,1.0,1.0,69.00000000000001,1,0.2077922077922078,9
21380,6,1,2,2.0,0,0,0,0,5,96.0,1.0,1.0,95.0,1,0.3116883116883117,8
21381,6,2,2,1.0,2,1,1,0,14,95.0,1.0,1.0,95.0,1,0.2207792207792208,8
21382,6,2,3,2.0,2,1,1,0,29,96.0,2.0,1.0,97.0,1,0.2857142857142857,1
21383,4,2,4,1.0,2,1,0,0,3,100.0,2.0,2.0,249.99999999999991,1,0.11688311688311688,6
21384,6,1,2,1.0,0,1,1,0,18,98.0,1.0,1.0,450.00000000000006,1,0.3246753246753247,6
21385,5,1,1,2.0,2,1,0,0,2,90.0,1.0,1.0,37.99999999999999,1,0.1948051948051948,4
21386,5,1,2,1.0,1,1,1,1,11,96.0,1.0,1.0,59.00000000000002,1,0.2597402597402597,1
21387,5,1,1,1.0,2,0,1,0,29,93.0,1.0,1.0,88.99999999999999,1,0.16883116883116886,5
21388,4,2,4,1.0,2,1,1,0,4,100.0,0.0,2.0,209.0000000000001,1,0.2857142857142857,6
21389,6,2,3,1.0,0,0,1,1,5,88.0,0.0,1.0,97.0,1,0.2597402597402597,3
21390,6,1,2,1.0,0,0,0,0,1,100.0,1.0,1.0,48.99999999999999,1,0.14285714285714285,2
21391,6,2,3,1.0,2,1,1,0,1,100.0,1.0,1.0,318.99999999999994,1,0.3246753246753247,4
21392,6,2,2,1.0,2,1,1,0,21,97.0,1.0,1.0,144.99999999999997,1,0.23376623376623376,9
21393,5,1,2,1.0,1,1,0,1,21,98.0,1.0,1.0,110.00000000000004,1,0.15584415584415584,4
21394,5,2,5,1.0,2,1,1,0,3,100.0,2.0,3.0,99.0,1,0.3246753246753247,7
21395,6,2,5,1.0,2,1,1,0,3,93.0,1.0,1.0,169.0,1,0.2077922077922078,8
21396,5,2,3,1.0,2,1,1,1,138,96.0,1.0,2.0,144.99999999999997,1,0.2727272727272727,4
21397,6,2,2,1.0,2,1,1,1,1,100.0,0.0,1.0,79.99999999999997,1,0.2207792207792208,3
21399,4,2,2,1.0,2,1,1,0,4,100.0,1.0,1.0,220.00000000000043,0,0.2077922077922078,6
21402,6,1,2,1.0,0,1,0,1,7,91.0,1.0,1.0,59.99999999999999,1,0.2207792207792208,2
21403,6,1,4,1.5,1,0,1,0,95,95.0,1.0,2.0,74.99999999999997,1,0.4155844155844156,2
21405,6,1,2,1.0,0,1,0,1,3,93.0,1.0,1.0,110.99999999999996,1,0.12987012987012986,9
21407,2,1,5,1.0,0,0,1,0,1,100.0,1.0,1.0,129.99999999999997,1,0.18181818181818185,7
21408,1,2,5,1.0,2,1,1,1,79,96.0,2.0,3.0,125.00000000000004,1,0.3116883116883117,4
21410,6,2,4,1.0,2,1,0,0,34,92.0,1.0,2.0,199.0,1,0.3636363636363637,9
21412,6,1,2,1.0,1,0,1,0,17,96.0,1.0,1.0,61.00000000000001,1,0.24675324675324675,5
21413,6,1,2,1.0,1,1,1,0,77,95.0,1.0,1.0,137.00000000000003,1,0.3116883116883117,9
21414,6,1,2,1.0,1,0,0,1,64,98.0,1.0,2.0,79.0,1,0.23376623376623376,0
21415,6,1,1,1.0,0,0,0,1,1,100.0,1.0,1.0,70.00000000000003,1,0.16883116883116886,8
21416,6,2,4,1.0,2,1,0,1,3,93.0,2.0,3.0,195.0,1,0.18181818181818185,8
21417,6,2,6,1.0,2,1,1,1,57,96.0,2.0,3.0,158.00000000000003,1,0.37662337662337664,8
21418,6,1,2,1.0,0,1,0,0,8,100.0,1.0,2.0,100.00000000000004,1,0.2077922077922078,7
21419,5,2,4,1.0,2,1,1,0,50,98.0,1.0,3.0,119.99999999999996,1,0.2727272727272727,1
21421,6,2,2,1.0,2,1,1,0,10,100.0,1.0,1.0,149.99999999999997,0,0.16883116883116886,8
21422,6,1,2,1.0,2,1,1,0,1,100.0,1.0,1.0,85.00000000000001,1,0.16883116883116886,8
21423,5,2,2,1.0,1,1,1,0,115,94.0,0.0,1.0,85.00000000000001,1,0.15584415584415584,7
21424,6,0,1,1.0,2,1,1,1,26,98.0,1.0,3.0,50.000000000000036,0,0.1948051948051948,7
21425,6,1,1,1.0,0,1,0,1,2,100.0,0.0,1.0,64.99999999999999,1,0.16883116883116886,4
21426,5,1,5,2.0,2,1,1,0,17,95.0,2.0,2.0,78.0,1,0.11688311688311688,8
21427,6,1,2,1.0,0,1,1,0,3,100.0,1.0,1.0,85.00000000000001,1,0.18181818181818185,2
21429,6,1,2,1.0,1,1,1,0,64,93.0,1.0,1.0,85.00000000000001,0,0.2597402597402597,9
21430,5,1,2,1.0,1,1,1,0,14,99.0,1.0,1.0,74.99999999999997,1,0.18181818181818185,8
21431,6,2,3,1.0,1,1,1,1,55,97.0,1.0,1.0,102.00000000000004,1,0.4545454545454545,4
21433,6,2,4,1.0,1,1,1,0,3,100.0,1.0,2.0,179.99999999999991,0,0.2597402597402597,8
21434,5,1,2,1.0,1,1,1,1,22,98.0,1.0,2.0,94.0,1,0.18181818181818185,5
21435,6,2,2,1.0,2,0,1,0,14,99.0,0.0,1.0,210.0,0,0.2077922077922078,4
21437,4,1,2,1.0,2,1,1,0,7,97.0,1.0,1.0,100.00000000000004,1,0.4675324675324675,8
21438,6,2,4,1.0,2,1,0,0,50,90.0,0.0,2.0,209.0000000000001,1,0.4415584415584416,9
21440,6,2,4,1.0,2,1,1,0,18,100.0,1.0,1.0,184.99999999999991,1,0.3116883116883117,7
21442,6,2,2,1.5,0,0,1,0,1,100.0,1.0,1.0,310.00000000000006,0,0.23376623376623376,9
21444,6,2,4,1.0,2,1,1,1,10,88.0,1.0,2.0,141.00000000000003,1,0.2857142857142857,7
21446,6,2,2,1.0,0,1,1,0,2,100.0,1.0,1.0,199.0,0,0.18181818181818185,9
21447,6,1,2,1.0,2,1,1,0,29,94.0,1.0,1.0,169.99999999999991,1,0.2077922077922078,9
21450,6,2,2,1.0,2,1,0,1,25,94.0,0.0,1.0,149.99999999999997,1,0.23376623376623376,7
21452,6,2,4,1.5,2,1,1,0,14,94.0,2.0,2.0,249.99999999999991,0,0.24675324675324675,8
21453,6,2,2,1.0,0,1,0,0,7,97.0,0.0,1.0,115.0,1,0.2207792207792208,9
21455,6,2,4,1.0,2,1,1,0,29,100.0,1.0,3.0,199.99999999999991,1,0.3116883116883117,8
21457,4,1,4,2.0,1,0,1,0,9,100.0,2.0,3.0,70.00000000000003,0,0.2987012987012987,3
21458,6,2,2,1.0,2,1,1,0,102,95.0,0.0,1.0,248.9999999999997,1,0.2077922077922078,6
21460,5,2,6,1.5,2,1,1,0,23,94.0,2.0,3.0,119.00000000000013,1,0.35064935064935066,9
21461,6,2,3,1.0,2,1,0,1,10,93.0,1.0,1.0,149.99999999999997,1,0.2077922077922078,3
21462,1,2,3,1.0,2,1,1,0,21,99.0,1.0,2.0,164.9999999999998,1,0.24675324675324675,7
21463,6,1,3,1.0,0,1,1,0,1,100.0,1.0,1.0,74.99999999999997,1,0.2207792207792208,8
21466,6,1,2,1.0,2,1,1,1,19,91.0,1.0,1.0,69.00000000000001,1,0.2077922077922078,9
21467,6,1,2,1.0,0,1,0,0,20,96.0,1.0,1.0,74.99999999999997,0,0.18181818181818185,2
21468,6,1,2,1.0,0,1,1,0,2,100.0,1.0,1.0,119.99999999999996,1,0.16883116883116886,8
21470,5,1,2,1.0,1,1,1,1,116,95.0,1.0,1.0,85.00000000000001,1,0.4545454545454545,6
21471,6,2,3,1.0,0,0,0,0,7,97.0,1.0,1.0,199.99999999999991,1,0.18181818181818185,9
21472,6,2,4,1.0,1,1,1,0,2,100.0,1.0,1.0,122.00000000000004,0,0.23376623376623376,2
21473,6,2,2,1.0,2,1,1,0,4,100.0,1.0,1.0,70.00000000000003,1,0.11688311688311688,8
21474,4,2,4,1.5,2,1,1,1,4,100.0,2.0,3.0,345.00000000000045,1,0.5714285714285714,6
21475,6,1,2,1.0,1,1,1,0,22,97.0,1.0,1.0,72.0,1,0.14285714285714285,5
21476,6,1,2,1.0,2,1,0,0,4,93.0,1.0,1.0,89.99999999999967,1,0.23376623376623376,9
21477,5,1,4,1.0,2,1,1,0,30,97.0,1.0,2.0,88.99999999999999,1,0.3116883116883117,8
21478,6,1,1,1.0,1,0,1,0,11,96.0,1.0,1.0,70.00000000000003,1,0.1948051948051948,9
21481,6,2,4,1.0,1,1,0,1,57,92.0,0.0,2.0,110.00000000000004,0,0.2207792207792208,3
21483,6,1,1,1.0,2,0,0,0,1,100.0,1.0,1.0,59.99999999999999,1,0.2857142857142857,4
21484,6,2,2,1.0,2,1,1,0,9,89.0,0.0,2.0,108.99999999999996,0,0.1948051948051948,8
21485,6,1,2,1.0,2,1,1,0,145,95.0,1.0,1.0,70.00000000000003,1,0.1948051948051948,9
21486,6,2,2,1.0,2,1,0,1,2,100.0,0.0,1.0,99.0,1,0.3116883116883117,7
21488,6,1,2,2.5,2,0,1,1,26,97.0,1.0,1.0,85.00000000000001,1,0.3896103896103896,8
21489,4,2,5,1.0,1,1,0,1,2,100.0,2.0,2.0,184.99999999999991,1,0.4935064935064935,8
21490,5,1,2,1.0,1,1,1,0,46,98.0,1.0,1.0,50.000000000000036,1,0.2597402597402597,7
21491,6,2,5,2.0,1,1,1,0,12,98.0,2.0,2.0,108.99999999999996,1,0.15584415584415584,8
21492,6,1,2,1.0,1,1,0,0,4,100.0,1.0,1.0,74.99999999999997,0,0.11688311688311688,8
21493,6,2,2,1.0,2,1,0,0,23,96.0,0.0,1.0,149.99999999999997,1,0.14285714285714285,4
21494,5,1,2,1.0,2,1,1,1,3,100.0,1.0,1.0,38.99999999999999,1,0.2077922077922078,7
21495,6,1,2,1.0,0,1,1,0,3,100.0,1.0,1.0,105.99999999999996,0,0.18181818181818185,9
21496,6,1,1,1.0,1,1,1,1,19,93.0,1.0,1.0,64.99999999999999,1,0.06493506493506493,8
21497,6,2,5,1.0,2,1,1,0,7,100.0,2.0,2.0,175.00000000000009,1,0.2077922077922078,8
21498,5,1,4,1.0,2,1,1,1,124,96.0,1.0,2.0,48.99999999999999,1,0.3376623376623377,1
21499,6,2,3,1.0,0,1,1,0,16,93.0,1.0,1.0,79.99999999999997,0,0.3116883116883117,1
21500,5,1,1,1.0,0,1,0,0,6,97.0,1.0,1.0,55.00000000000002,1,0.2597402597402597,1
21501,6,1,2,2.0,2,1,0,0,5,100.0,2.0,1.0,59.99999999999999,1,0.2987012987012987,8
21502,0,2,2,1.0,0,1,1,0,29,100.0,0.0,1.0,79.99999999999997,1,0.2987012987012987,0
21503,6,1,2,1.0,0,1,1,0,13,95.0,1.0,1.0,69.00000000000001,1,0.18181818181818185,8
21504,6,2,2,1.0,2,1,0,0,16,89.0,0.0,1.0,299.0000000000004,0,0.2077922077922078,9
21505,5,1,2,1.0,1,1,1,0,17,100.0,1.0,3.0,144.99999999999997,1,0.35064935064935066,6
21506,6,2,4,1.0,2,1,0,0,37,91.0,1.0,2.0,119.99999999999996,1,0.2857142857142857,2
21507,5,1,1,1.0,1,1,0,0,59,99.0,1.0,1.0,79.99999999999997,1,0.15584415584415584,4
21508,5,1,2,1.0,0,0,1,0,42,99.0,1.0,1.0,57.99999999999999,1,0.2857142857142857,1
21510,6,2,4,1.0,0,0,1,0,2,100.0,2.0,1.0,110.00000000000004,0,0.15584415584415584,8
21511,6,1,1,1.0,0,0,1,0,6,100.0,1.0,1.0,125.00000000000004,1,0.23376623376623376,9
21514,6,1,2,1.0,0,1,1,0,64,95.0,1.0,1.0,50.000000000000036,1,0.2987012987012987,3
21516,2,1,2,1.0,1,1,0,0,15,97.0,1.0,1.0,74.99999999999997,1,0.37662337662337664,8
21517,6,2,4,1.0,2,1,1,0,10,89.0,1.0,2.0,199.99999999999991,1,0.2987012987012987,9
21518,6,1,2,1.0,1,1,1,0,56,99.0,1.0,1.0,124.00000000000004,0,0.2597402597402597,6
21519,6,2,2,1.0,1,1,1,0,19,99.0,0.0,1.0,199.99999999999991,1,0.2987012987012987,6
21520,6,1,2,1.0,1,1,0,0,1,100.0,1.0,1.0,45.00000000000002,1,0.09090909090909093,8
21521,6,2,2,1.0,1,1,1,1,8,100.0,0.0,1.0,110.99999999999996,1,0.35064935064935066,8
21523,5,1,1,1.5,1,1,1,0,3,100.0,1.0,1.0,96.0,1,0.12987012987012986,8
21524,6,1,1,1.0,0,0,0,1,20,92.0,1.0,1.0,59.99999999999999,1,0.23376623376623376,9
21525,6,2,3,1.0,0,1,1,0,1,100.0,0.0,1.0,209.0000000000001,1,0.3246753246753247,4
21526,6,2,2,1.0,1,1,1,1,31,99.0,0.0,1.0,95.0,1,0.2207792207792208,2
21528,2,1,2,1.5,0,1,1,0,28,99.0,1.0,2.0,85.00000000000001,1,0.2857142857142857,5
21529,6,2,2,1.0,1,1,0,0,33,93.0,0.0,1.0,99.0,1,0.2077922077922078,7
21531,1,1,2,1.5,1,1,0,1,34,99.0,1.0,1.0,110.00000000000004,1,0.18181818181818185,8
21532,6,2,4,1.0,1,1,0,0,16,99.0,1.0,1.0,149.99999999999997,1,0.2597402597402597,8
21534,6,2,4,1.0,1,1,1,0,22,99.0,1.0,2.0,149.99999999999997,1,0.24675324675324675,9
21538,5,2,4,1.0,1,1,1,0,11,96.0,1.0,1.0,249.99999999999991,1,0.2987012987012987,0
21539,6,2,2,1.0,1,0,1,1,1,100.0,1.0,1.0,124.00000000000004,1,0.1038961038961039,9
21540,1,1,6,1.5,2,1,1,0,10,88.0,1.0,3.0,199.99999999999991,1,0.3246753246753247,8
21541,6,2,3,1.0,2,0,1,0,1,100.0,1.0,1.0,224.9999999999998,1,0.23376623376623376,9
21542,2,2,4,2.5,2,1,1,0,3,100.0,2.0,2.0,199.99999999999991,0,0.2727272727272727,0
21543,5,1,1,1.0,2,1,0,0,2,100.0,1.0,1.0,39.99999999999998,0,0.18181818181818185,5
21544,6,2,3,1.0,1,1,1,0,34,94.0,1.0,2.0,248.00000000000026,1,0.2857142857142857,6
21545,6,1,1,3.0,2,1,0,1,1,100.0,1.0,1.0,50.000000000000036,1,0.12987012987012986,8
21546,6,1,1,1.0,2,1,0,0,3,100.0,1.0,1.0,59.99999999999999,0,0.2597402597402597,1
21548,6,2,2,1.0,2,1,0,0,13,93.0,0.0,1.0,100.00000000000004,0,0.15584415584415584,8
21549,6,2,4,1.0,0,1,0,0,4,100.0,2.0,3.0,850.0000000000003,1,0.18181818181818185,7
21550,4,2,4,1.5,1,1,1,1,1,100.0,2.0,2.0,199.99999999999991,1,0.2857142857142857,4
21552,5,2,4,2.0,2,1,1,0,15,99.0,2.0,2.0,375.0000000000005,1,0.1948051948051948,6
21553,6,2,3,1.0,2,1,1,0,2,90.0,1.0,1.0,138.00000000000006,0,0.2077922077922078,7
21555,6,2,4,1.0,2,0,1,0,4,100.0,1.0,2.0,400.00000000000017,1,0.35064935064935066,9
21557,5,1,2,1.0,1,1,1,0,11,100.0,1.0,2.0,50.000000000000036,1,0.3246753246753247,0
21558,6,1,2,1.0,1,0,1,1,2,90.0,1.0,1.0,89.99999999999967,1,0.2857142857142857,9
21559,4,2,5,2.0,0,1,1,1,20,93.0,2.0,2.0,275.00000000000057,0,0.3116883116883117,6
21561,5,1,2,1.0,1,0,1,0,128,99.0,1.0,1.0,98.00000000000004,1,0.15584415584415584,3
21562,6,1,2,1.0,2,1,0,0,24,98.0,1.0,1.0,89.99999999999967,0,0.14285714285714285,9
21563,6,2,4,1.0,2,0,0,1,8,98.0,0.0,2.0,160.00000000000026,1,0.37662337662337664,7
21564,6,1,1,1.0,1,1,0,1,1,100.0,1.0,1.0,53.00000000000001,1,0.23376623376623376,9
21565,6,1,2,1.0,1,1,1,0,100,88.0,1.0,1.0,50.000000000000036,0,0.3246753246753247,8
21569,6,2,4,1.0,2,1,0,0,12,100.0,1.0,1.0,89.99999999999967,1,0.24675324675324675,7
21572,0,2,2,1.0,0,1,1,1,2,100.0,0.0,1.0,125.00000000000004,1,0.23376623376623376,7
21573,6,1,1,1.0,2,1,0,0,5,100.0,1.0,1.0,76.0,1,0.18181818181818185,8
21574,6,1,2,1.0,2,1,0,0,5,96.0,1.0,1.0,89.99999999999967,1,0.2597402597402597,8
21575,6,1,2,1.0,0,0,0,0,29,99.0,1.0,1.0,99.0,1,0.12987012987012986,7
21577,6,1,1,1.0,0,1,0,1,1,100.0,1.0,1.0,164.9999999999998,1,0.3116883116883117,9
21578,0,2,4,1.0,2,1,1,1,5,96.0,1.0,1.0,128.99999999999997,1,0.35064935064935066,7
21579,6,1,2,1.0,2,0,1,1,6,97.0,1.0,1.0,39.99999999999998,1,0.2857142857142857,3
21581,6,2,4,1.0,2,1,1,0,5,100.0,1.0,1.0,295.0000000000001,0,0.1948051948051948,9
21582,6,2,4,1.0,1,1,1,1,4,95.0,2.0,2.0,59.99999999999999,1,0.1038961038961039,2
21584,6,1,2,2.0,1,1,1,1,17,98.0,1.0,1.0,89.99999999999967,1,0.2857142857142857,2
21585,6,1,2,1.0,2,1,1,0,113,98.0,1.0,1.0,199.99999999999991,1,0.3376623376623377,9
21586,6,2,4,1.0,2,1,0,0,8,95.0,1.0,3.0,138.99999999999997,0,0.3376623376623377,7
21587,6,1,2,1.0,2,1,1,1,95,94.0,1.0,1.0,115.0,1,0.2207792207792208,9
21588,6,1,2,1.0,0,0,0,1,6,100.0,1.0,1.0,59.99999999999999,0,0.18181818181818185,7
21589,6,2,2,1.0,2,1,0,0,10,98.0,1.0,2.0,149.99999999999997,0,0.1948051948051948,2
21590,5,1,2,2.0,1,1,1,0,113,95.0,1.0,1.0,89.99999999999967,1,0.11688311688311688,6
21591,2,1,1,1.5,2,1,1,0,6,100.0,1.0,1.0,89.99999999999967,1,0.2077922077922078,5
21592,5,1,1,1.5,2,1,0,1,18,91.0,1.0,1.0,65.99999999999997,1,0.07792207792207792,8
21593,6,1,2,2.5,2,0,0,1,3,93.0,1.0,2.0,64.99999999999999,1,0.012987012987012988,8
21595,5,1,3,1.0,1,1,1,0,100,100.0,1.0,1.0,125.00000000000004,1,0.16883116883116886,7
21596,2,1,2,1.0,1,1,1,0,16,99.0,1.0,1.0,50.000000000000036,1,0.2727272727272727,3
21597,6,1,1,1.0,2,1,1,0,18,97.0,1.0,1.0,100.00000000000004,1,0.24675324675324675,9
21598,6,2,2,1.0,1,0,1,0,2,100.0,1.0,2.0,189.00000000000043,1,0.3116883116883117,4
21599,6,2,2,1.0,1,1,1,0,16,94.0,1.0,1.0,171.99999999999991,1,0.2727272727272727,4
21600,6,2,2,1.0,2,1,0,0,7,91.0,0.0,1.0,149.99999999999997,1,0.15584415584415584,6
21601,4,1,2,1.0,2,1,0,1,8,100.0,1.0,1.0,88.99999999999999,0,0.2597402597402597,8
21602,6,1,2,1.0,2,1,1,1,1,100.0,1.0,1.0,99.0,1,0.35064935064935066,7
21603,5,1,1,2.0,0,1,1,1,32,97.0,1.0,1.0,64.99999999999999,0,0.16883116883116886,4
21604,6,2,2,1.0,2,1,1,0,77,95.0,0.0,1.0,70.00000000000003,1,0.2727272727272727,3
21605,5,2,4,1.0,1,1,1,0,4,100.0,2.0,2.0,160.00000000000026,0,0.03896103896103896,4
21607,6,2,2,1.0,2,1,1,0,7,100.0,1.0,1.0,175.00000000000009,0,0.16883116883116886,9
21610,6,2,2,1.0,2,1,1,0,43,92.0,1.0,1.0,99.0,1,0.2727272727272727,3
21611,6,2,2,1.0,1,1,1,0,4,100.0,0.0,1.0,79.99999999999997,0,0.12987012987012986,8
21613,6,2,2,1.0,2,1,1,0,42,98.0,1.0,1.0,169.99999999999991,1,0.2077922077922078,9
21614,6,1,1,1.0,2,1,1,0,105,92.0,1.0,1.0,119.00000000000013,1,0.3246753246753247,6
21615,6,1,1,1.0,0,1,1,0,11,96.0,1.0,1.0,110.00000000000004,1,0.3376623376623377,6
21616,3,1,2,0.0,1,1,0,0,4,95.0,1.0,1.0,39.99999999999998,0,0.09090909090909093,0
21617,6,2,4,1.0,1,1,1,0,23,98.0,1.0,3.0,144.99999999999997,0,0.23376623376623376,9
21619,6,2,4,1.0,2,1,1,1,13,95.0,2.0,2.0,95.0,1,0.5454545454545454,8
21620,6,2,3,1.0,1,1,1,0,42,92.0,1.0,1.0,115.0,0,0.3376623376623377,8
21621,6,1,2,1.0,2,1,1,0,30,94.0,1.0,1.0,99.0,1,0.18181818181818185,9
21622,6,2,2,1.0,1,1,1,0,13,98.0,1.0,1.0,115.0,1,0.3116883116883117,5
21625,6,1,2,1.0,2,1,1,0,58,99.0,1.0,1.0,135.00000000000003,1,0.2077922077922078,8
21626,5,2,4,1.0,2,1,1,0,36,97.0,1.0,2.0,129.99999999999997,1,0.2077922077922078,8
